block_id,row,column,true_height_mm,valid_count,failed_count,mean_height_mm,std_height_mm,mean_error_mm,mae_mm,rmse_mm,expected_count,processed_count,unmeasured_count,mean_height_error_mm,abs_mean_height_error_mm
1,1,1,12.5,25,0,14.260929467267,1.24378382954905,1.760929467267,1.80109227490596,2.15589211310236,25,25,0,1.760929467267,1.760929467267
2,1,2,12,25,0,13.9670630879837,1.17847123708305,1.96706308798366,1.96706308798366,2.29306163212851,25,25,0,1.96706308798366,1.96706308798366
3,1,3,11.5,24,1,12.804085761536,1.14499867620936,1.30408576153603,1.36753846767035,1.7354139684704,25,25,0,1.30408576153603,1.30408576153603
4,1,4,11,25,0,12.8589014336098,1.26561967430542,1.85890143360977,1.89463151705839,2.24884585951671,25,25,0,1.85890143360977,1.85890143360977
5,1,5,10.5,25,0,13.0840300601258,2.31798915444111,2.58403006012578,2.75843273033952,3.47135205240555,25,25,0,2.58403006012578,2.58403006012578
6,1,6,10,22,3,10.1990596060074,1.82223551420939,0.19905960600743,1.40944295064872,1.83307582930706,25,25,0,0.19905960600743,0.19905960600743
7,2,1,9.5,25,0,9.10934565976645,0.937529592202441,-0.39065434023355,0.715665788441367,1.01566360070576,25,25,0,-0.39065434023355,0.39065434023355
8,2,2,9,25,0,7.95153683028216,0.479983465252735,-1.04846316971784,1.04846316971784,1.1531084706873,25,25,0,-1.04846316971784,1.04846316971784
9,2,3,8.5,25,0,6.63549711267344,0.877964376284374,-1.86450288732656,1.86450288732656,2.06087177254518,25,25,0,-1.86450288732656,1.86450288732656
10,2,4,8,25,0,6.3294129759307,0.351747286661572,-1.6705870240693,1.6705870240693,1.70721620149953,25,25,0,-1.6705870240693,1.6705870240693
11,2,5,7.5,25,0,6.47971189824583,0.596836346694687,-1.02028810175417,1.12870699791068,1.18203275560239,25,25,0,-1.02028810175417,1.02028810175417
12,2,6,7,25,0,6.4984358908295,0.979966587439092,-0.501564109170497,0.919566299255019,1.10086378272019,25,25,0,-0.501564109170497,0.501564109170497
13,3,1,6.5,25,0,7.04298543626559,0.8711932287111,0.542985436265589,0.716843655821237,1.02655288502279,25,25,0,0.542985436265589,0.542985436265589
14,3,2,6,25,0,6.11409796941586,0.86803861098295,0.114097969415859,0.676124996969527,0.87550521231003,25,25,0,0.114097969415859,0.114097969415859
15,3,3,5.5,25,0,5.71356519578749,1.00087973535482,0.213565195787489,0.65916375883971,1.02341112828408,25,25,0,0.213565195787489,0.213565195787489
16,3,4,5,25,0,4.15774859384829,0.670446958547393,-0.84225140615171,0.896401550403213,1.07651593364427,25,25,0,-0.84225140615171,0.84225140615171
17,3,5,4.5,25,0,4.3795572189121,0.942025193926443,-0.1204427810879,0.780867326575554,0.949693597697879,25,25,0,-0.1204427810879,0.1204427810879
18,3,6,4,25,0,3.61818005327323,0.477773992290309,-0.381819946726768,0.489997495788849,0.611599917779142,25,25,0,-0.381819946726768,0.381819946726768
19,4,1,3.5,25,0,4.05965249092347,1.09450604548473,0.559652490923468,0.9983904583864,1.22929019934247,25,25,0,0.559652490923468,0.559652490923468
20,4,2,3,25,0,3.48765891835248,0.58980467729727,0.487658918352481,0.635328193326075,0.765297836146457,25,25,0,0.487658918352481,0.487658918352481
21,4,3,2.5,25,0,2.39957789141896,0.590630955727463,-0.10042210858104,0.473351923471546,0.599107273996401,25,25,0,-0.10042210858104,0.10042210858104
22,4,4,2,25,0,1.66133195469371,0.509713546654016,-0.338668045306291,0.499544479488811,0.611967274087593,25,25,0,-0.338668045306291,0.338668045306291
23,4,5,1.5,24,1,1.81684079052368,0.70783637942199,0.316840790523682,0.653901287225511,0.775513008641959,25,25,0,0.316840790523682,0.316840790523682
24,4,6,1,25,0,0.658932022351462,0.681230480427928,-0.341067977648539,0.61290320850177,0.761841409245605,25,25,0,-0.341067977648539,0.341067977648539
